Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
001740,SK네트웍스,기타 전문 도매업,14290,2015968584450,17434.4,333.5,2.0,23.05,0.95,1.1387,정상
023530,롯데쇼핑,종합 소매업,181900,4800601723500,35816.0,2528.8,0.84,29.35,0.31,0.2999,정상
170920,엘티씨,기초 화학물질 제조업,51000,545108901600,988.4,181.0,7.13,51.09,3.9,0.7143,CB/BW 및 유상증자 이력
160980,싸이맥스,특수 목적용 기계 제조업,43450,435331083550,405.2,47.3,2.04,32.64,2.24,0.5216,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
095610,테스,특수 목적용 기계 제조업,161400,4026880000000,972.4,222.0,5.99,62.2,9.0,0.8747,CB/BW 및 유상증자 이력
126640,화신정공,자동차 신품 부품 제조업,3410,155998799500,1213.0,122.0,15.48,8.69,1.21,0.7059,DART 데이터 미비
089970,브이엠,특수 목적용 기계 제조업,76600,2707579053500,888.9,301.4,12.54,56.17,13.91,0.3626,CB/BW 및 유상증자 이력
069960,현대백화점,종합 소매업,166800,4177123454400,9500.6,987.8,1.03,21.07,0.91,0.3113,FCF 적자
319660,피에스케이,특수 목적용 기계 제조업,138200,5680372615400,1565.9,471.8,7.24,57.02,10.02,0.8019,정상
007810,코리아써키트,전자부품 제조업,120300,2290340210000,4199.0,264.4,3.56,36.7,5.36,0.7089,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",37300,306976928400,207.0,48.9,4.6,16.74,2.1,1.1505,CB/BW 및 유상증자 이력
242040,나무기술,소프트웨어 개발 및 공급업,8410,170608881520,370.0,4.2,1.58,-154.18,4.19,0.1979,CB/BW 및 유상증자 이력
093370,후성,기초 화학물질 제조업,13520,2150469366500,1414.5,92.6,-1.77,-164.82,6.26,0.3332,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
159010,아스플로,일반 목적용 기계 제조업,18260,296031205800,283.0,13.8,2.42,-10.32,5.8,2.1365,정상
004170,신세계,종합 소매업,624000,7131111655000,18471.4,1978.2,2.14,95.06,1.38,0.2722,정상
000660,SK하이닉스,반도체 제조업,2215000,1888661267250000,525762.9,376102.8,24.54,25.6,11.14,0.767,정상
219130,타이거일렉,전자부품 제조업,63400,379488829000,268.0,35.0,12.73,51.86,6.2,0.6452,DART 데이터 미비
402340,SK스퀘어,기타 금융업,1269000,223933381042000,3003.5,82782.9,55.09,14.41,6.2,0.6936,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
