Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
010950,S-Oil,석유 정제품 제조업,149800,13791392020000,89427.0,12311.0,10.35,15.16,1.49,0.0795,
093320,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",148400,685640000000,425.0,89.0,10.68,32.31,3.29,0.2072,
079940,가비아,소프트웨어 개발 및 공급업,47550,624061806000,850.0,107.0,10.14,35.96,3.36,0.4062,
078930,GS,기타 금융업,93600,8825072025000,68423.0,12586.0,9.0,6.83,0.59,0.0582,
475150,SK이터닉스,건물 건설업,80600,1965666130800,275.0,49.0,9.59,79.15,7.27,0.3545,
161390,한국타이어앤테크놀로지,고무제품 제조업,76700,8386342171300,53139.0,5070.0,9.35,7.51,0.65,0.0342,
003650,미창석유,석유 정제품 제조업,144500,250512768000,1011.0,137.0,18.32,3.03,0.44,0.0477,
001450,현대해상,보험업,38600,3128610775000,47161.0,3245.0,21.87,3.12,0.51,0.0968,
005430,한국공항,기타 운송관련 서비스업,81700,290671389000,1780.0,197.0,11.29,6.46,0.67,0.2408,
071200,인피니트헬스케어,소프트웨어 개발 및 공급업,8350,229570669780,321.0,95.0,21.48,5.65,1.14,0.1241,
222040,코스맥스엔비티,기타 식품 제조업,7830,160279560000,933.0,103.0,-6.22,-21.38,2.62,0.527,
219130,타이거일렉,전자부품 제조업,73500,461574599000,268.0,35.0,12.73,63.07,7.54,0.5488,
005950,이수화학,기초 화학물질 제조업,14850,348397739250,6359.0,254.0,-2.28,-81.94,2.99,0.495,
000810,삼성화재,보험업,638000,28440440301000,66763.0,8611.0,,15.33,1.12,0.2174,
161890,한국콜마,기타 화학제품 제조업,102400,2414799377100,7280.0,789.0,18.19,15.38,2.58,0.0031,
144960,뉴파워프라즈마,특수 목적용 기계 제조업,10020,458335625760,1485.0,135.0,5.96,26.83,1.42,0.3576,
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",239500,2217816514500,1507.0,420.0,18.82,30.78,5.21,0.2848,
004430,송원산업,기타 화학제품 제조업,13000,277440000000,2692.0,266.0,2.03,17.81,0.36,0.0613,
041830,인바디,의료용 기기 제조업,49100,764366009400,684.0,130.0,13.29,19.12,2.3,0.5124,
006340,대원전선,절연선 및 케이블 제조업,14200,1211502727200,1892.0,147.0,9.86,97.17,9.3,0.5839,
034730,SK,기타 금융업,655000,40746519086000,367513.0,36731.0,9.29,15.62,1.05,0.4914,
