Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
002990,금호건설,건물 건설업,14000,499283651600,4534.0,121.2,4.64,6.78,2.03,1.3071,CB/BW 및 유상증자 이력
161890,한국콜마,기타 화학제품 제조업,112100,2528103746700,7280.4,788.9,3.53,16.12,2.7,0.0904,정상
000810,삼성화재,보험업,671000,29556627126000,66763.0,8611.3,2.63,15.91,1.16,0.0959,정상
005430,한국공항,기타 운송관련 서비스업,80100,274522978500,1780.0,196.9,3.81,6.04,0.63,0.0512,FCF 적자
041830,인바디,의료용 기기 제조업,54200,742796598200,684.4,130.2,4.93,18.72,2.25,0.5393,정상
192080,더블유게임즈,소프트웨어 개발 및 공급업,64500,1270408080000,2049.9,684.7,4.14,8.39,0.91,0.0085,CB/BW 및 유상증자 이력
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",229500,3146976550500,1506.7,419.9,7.74,43.68,7.39,0.5875,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
222040,코스맥스엔비티,기타 식품 제조업,7160,161310960000,933.0,102.7,15.02,-21.38,2.63,0.4664,정상
019210,와이지-원,기타 금속 가공제품 제조업,22000,885210726400,2078.0,388.4,5.52,18.97,1.92,0.4492,"FCF 적자, CB/BW 및 유상증자 이력"
069960,현대백화점,종합 소매업,168700,3418038552000,9500.6,987.8,1.03,17.31,0.74,0.7614,FCF 적자
004170,신세계,종합 소매업,625000,5742670048000,18471.4,1978.2,2.14,76.81,1.14,0.4643,정상
219130,타이거일렉,전자부품 제조업,63100,513351777000,268.0,35.0,12.73,70.49,8.43,0.5932,DART 데이터 미비
