Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
319660,피에스케이,특수 목적용 기계 제조업,188200,5451535574800,1565.9,471.8,7.24,54.73,9.62,0.6064,정상
089970,브이엠,특수 목적용 기계 제조업,107600,2665466662000,888.9,301.4,12.54,55.29,13.69,0.8561,[위험 3-1] 자본 조달 방식 악화
095610,테스,특수 목적용 기계 제조업,183300,3548688000000,972.4,222.0,5.99,54.81,7.93,1.4925,[위험 3-1] 자본 조달 방식 악화
069960,현대백화점,종합 소매업,200500,4323764856000,9500.6,987.8,1.03,21.81,0.94,0.7665,[위험 1-2] FCF 적자
004170,신세계,종합 소매업,740000,6989433940000,18471.4,1978.2,2.14,93.18,1.35,0.6488,정상
034730,SK,기타 금융업,815000,59089702945000,367512.6,36731.2,9.29,22.65,1.52,0.7655,[위험 1-2] FCF 적자
005930,삼성전자,통신 및 방송 장비 제조업,339500,1984811587416000,1338734.4,572328.0,9.7,27.44,4.72,0.1796,정상
222800,심텍,전자부품 제조업,124800,4675498588800,4224.0,137.1,2.42,-14.35,7.81,0.6772,"[위험 1-1] 영업이익 흑자 대 영업현금 적자, [위험 1-2] FCF 적자, [위험 3-1] 자본 조달 방식 악화"
028260,삼성물산,기타 전문 도매업,494500,80191868804500,104658.2,7203.6,1.55,33.16,1.3,0.1595,정상
000660,SK하이닉스,반도체 제조업,2673000,1905053421645000,525762.9,376102.8,24.54,25.82,11.24,1.3158,정상
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",42600,216869272800,207.0,48.9,4.6,11.82,1.48,1.5258,[위험 3-1] 자본 조달 방식 악화
009150,삼성전기,전자부품 제조업,1993000,148864536128000,32091.1,2805.7,2.5,188.25,15.34,2.8996,정상
402340,SK스퀘어,기타 금융업,1720000,226968423920000,3003.5,82782.9,55.09,14.61,6.29,1.6265,"[위험 1-1] 영업이익 흑자 대 영업현금 적자, [위험 1-2] FCF 적자"
032830,삼성생명,보험업,432500,86500000000000,147194.0,13578.1,1.49,30.13,0.96,0.2243,정상
159010,아스플로,일반 목적용 기계 제조업,19100,254693514900,283.0,13.8,2.42,-10.32,4.99,1.9699,정상
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",223500,2472229381500,1506.7,419.9,7.74,34.32,5.81,0.2495,"[위험 1-1] 영업이익 흑자 대 영업현금 적자, [위험 1-2] FCF 적자, [위험 3-1] 자본 조달 방식 악화"
