Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
078930,GS,기타 금융업,93600,8695018332000,68423.0,12586.0,9.0,6.73,0.58,0.0633,
079940,가비아,소프트웨어 개발 및 공급업,47550,638153524200,850.0,107.0,10.14,36.77,3.44,0.4113,
093320,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",148400,724192000000,425.0,89.0,10.68,34.13,3.47,0.2123,
010950,S-Oil,석유 정제품 제조업,149800,16864902241600,89427.0,12311.0,10.35,18.53,1.82,0.0847,
475150,SK이터닉스,건물 건설업,80600,2745800522400,275.0,49.0,9.59,110.56,10.15,0.3596,
161390,한국타이어앤테크놀로지,고무제품 제조업,76700,9501217792300,53139.0,5070.0,9.35,8.51,0.74,0.0393,
003650,미창석유,석유 정제품 제조업,144500,251382604000,1011.0,137.0,18.32,3.04,0.44,0.0528,
001540,안국약품,의약품 제조업,11730,152987586600,989.0,160.0,9.78,9.41,0.78,0.2733,
001450,현대해상,보험업,38600,3290582450000,47161.0,3245.0,21.87,3.28,0.54,0.1019,
005430,한국공항,기타 운송관련 서비스업,81700,258691203500,1780.0,197.0,11.29,5.75,0.6,0.246,
071200,인피니트헬스케어,소프트웨어 개발 및 공급업,8350,203710424300,321.0,95.0,21.48,5.01,1.01,0.1292,
222040,코스맥스엔비티,기타 식품 제조업,7830,161517240000,933.0,103.0,-6.22,-21.38,2.64,0.5321,
219130,타이거일렉,전자부품 제조업,73500,464100315000,268.0,35.0,12.73,63.42,7.58,0.5539,
005950,이수화학,기초 화학물질 제조업,14850,390468409650,6359.0,254.0,-2.28,-81.94,3.36,0.5001,
000810,삼성화재,보험업,638000,28485087774000,66763.0,8611.0,,15.36,1.12,0.2226,
161890,한국콜마,기타 화학제품 제조업,102400,2417159884800,7280.0,789.0,18.19,15.4,2.58,0.0082,
144960,뉴파워프라즈마,특수 목적용 기계 제조업,10020,437800092480,1485.0,135.0,5.96,25.63,1.36,0.3628,
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",239500,2649212245500,1507.0,420.0,18.82,36.77,6.22,0.29,
004430,송원산업,기타 화학제품 제조업,13000,312000000000,2692.0,266.0,2.03,20.03,0.4,0.0664,
041830,인바디,의료용 기기 제조업,49100,661911306200,684.0,130.0,13.29,16.56,1.99,0.5175,
006340,대원전선,절연선 및 케이블 제조업,14200,1113484707200,1892.0,147.0,9.86,89.31,8.55,0.5891,
034730,SK,기타 금융업,655000,47489270465000,367513.0,36731.0,9.29,18.2,1.22,0.4965,
