Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
002990,금호건설,건물 건설업,11190,505617847180,4534.0,121.0,31.92,6.88,2.06,0.6112,
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",60300,212542069000,207.0,49.0,13.52,11.59,1.45,2.8101,
089970,브이엠,특수 목적용 기계 제조업,109300,3019679945500,889.0,301.0,30.38,58.94,14.6,0.9377,
041830,인바디,의료용 기기 제조업,57800,706398216800,684.0,130.0,13.29,17.67,2.13,0.2728,
319660,피에스케이,특수 목적용 기계 제조업,196100,5894726299000,1566.0,472.0,19.04,59.17,10.4,0.5832,
222800,심텍,전자부품 제조업,148700,4046104548000,4224.0,137.0,-22.7,-14.35,6.76,1.1245,
281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",115100,1861074134000,1561.0,348.0,,25.2,3.35,0.7392,
095610,테스,특수 목적용 기계 제조업,208000,4210800000000,972.0,222.0,17.58,65.04,9.41,1.7066,
004170,신세계,종합 소매업,755000,5298746541000,18471.0,1978.0,1.71,70.64,1.05,0.699,
159010,아스플로,일반 목적용 기계 제조업,22200,176418596970,283.0,14.0,-13.21,-10.32,3.46,2.3207,
034730,SK,기타 금융업,834000,40746519086000,367513.0,36731.0,9.29,15.62,1.05,0.9116,
019210,와이지-원,기타 금속 가공제품 제조업,21800,745734246400,2078.0,388.0,10.85,15.91,1.61,0.0368,
009150,삼성전기,전자부품 제조업,2184000,94114056960000,32091.0,2806.0,8.82,119.01,9.7,3.2269,
069960,현대백화점,종합 소매업,193700,3314526974400,9501.0,988.0,4.62,16.72,0.72,0.6902,
005930,삼성전자,통신 및 방송 장비 제조업,334000,1537571273904000,1338734.0,572328.0,19.16,21.26,3.66,0.0751,
000660,SK하이닉스,반도체 제조업,2650000,1363399624245000,525763.0,376103.0,61.16,18.48,8.04,1.281,
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",244500,3064015833000,1507.0,420.0,18.82,42.53,7.2,0.3716,
093370,후성,기초 화학물질 제조업,20050,1273120767100,1414.0,93.0,-1.38,-164.82,3.71,1.023,
028260,삼성물산,기타 전문 도매업,468500,57407323674000,104658.0,7204.0,5.41,23.74,0.93,0.0296,
122640,예스티,특수 목적용 기계 제조업,34800,687985925900,275.0,31.0,0.72,723.86,4.89,0.0194,
402340,SK스퀘어,기타 금융업,1697000,157030479340000,86314.0,82783.0,55.09,10.11,4.35,1.7007,
083450,GST,특수 목적용 기계 제조업,55300,852387500000,1159.0,202.0,19.24,15.51,2.68,0.3429,
032830,삼성생명,보험업,401000,63400000000000,147194.0,13578.0,5.44,22.08,0.7,0.08,
353200,대덕전자,전자부품 제조업,153600,5801546995000,3463.0,513.0,11.18,61.21,6.58,0.059,
001820,삼화콘덴서,전자부품 제조업,151000,928273500000,729.0,47.0,5.01,67.86,3.33,0.926,
417840,저스템,특수 목적용 기계 제조업,14960,277634285340,177.0,41.0,11.44,40.33,4.28,0.553,
080220,제주반도체,반도체 제조업,103900,2538436792100,1805.0,671.0,45.66,22.41,8.14,0.9708,
219130,타이거일렉,전자부품 제조업,60100,474834608000,268.0,35.0,12.73,64.88,7.76,0.3647,
