Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
002990,금호건설,건물 건설업,8610,393837925180,4534.0,121.0,31.92,5.5,1.65,0.0531,
041830,인바디,의료용 기기 제조업,52600,683480717400,684.0,130.0,13.29,17.17,2.07,0.0973,
089970,브이엠,특수 목적용 기계 제조업,106100,2422062380000,889.0,301.0,30.38,47.79,11.84,0.9296,
095610,테스,특수 목적용 기계 제조업,179700,3279584000000,972.0,222.0,17.58,51.08,7.39,1.4352,
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",46400,212542069000,207.0,49.0,13.52,11.59,1.45,1.8917,
281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",90900,1872953330600,1561.0,348.0,,25.04,3.33,0.2621,
004170,신세계,종합 소매업,729000,4949274844000,18471.0,1978.0,1.71,66.86,0.99,0.6175,
319660,피에스케이,특수 목적용 기계 제조업,177800,4996758165000,1566.0,472.0,19.04,49.67,8.73,0.428,
069960,현대백화점,종합 소매업,193700,2952236452800,9501.0,988.0,4.62,14.84,0.64,0.6372,
222800,심텍,전자부품 제조업,124300,3720168348300,4224.0,137.0,-22.7,-14.35,6.23,0.8111,
034730,SK,기타 금융업,785000,41834059631000,367513.0,36731.0,9.29,16.09,1.08,0.7995,
000660,SK하이닉스,반도체 제조업,2628000,1267897507335000,525763.0,376103.0,61.16,17.04,7.61,1.448,
009150,삼성전기,전자부품 제조업,2038000,95832011968000,32091.0,2806.0,8.82,120.43,9.81,3.1927,
005930,삼성전자,통신 및 방송 장비 제조업,323000,1420645701744000,1338734.0,572328.0,19.16,19.72,3.39,0.1233,
028260,삼성물산,기타 전문 도매업,471000,51082788015000,104658.0,7204.0,5.41,21.29,0.83,0.0495,
093370,후성,기초 화학물질 제조업,18700,1113310325400,1414.0,93.0,-1.38,-164.82,3.21,0.8553,
402340,SK스퀘어,기타 금융업,1640000,156898520954000,86314.0,82783.0,55.09,9.99,4.3,1.707,
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",224000,2837256538500,1507.0,420.0,18.82,39.69,6.71,0.3107,
032830,삼성생명,보험업,408500,59700000000000,147194.0,13578.0,5.44,21.0,0.67,0.1321,
159010,아스플로,일반 목적용 기계 제조업,18540,205888370160,283.0,14.0,-13.21,-10.32,4.04,1.683,
219130,타이거일렉,전자부품 제조업,59200,519666067000,268.0,35.0,12.73,68.59,8.2,0.364,
