Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
122640,예스티,특수 목적용 기계 제조업,38500,751188206400,275.0,31.0,0.72,790.91,5.34,0.1244,
034730,SK,기타 금융업,705000,60467254302000,367513.0,36731.0,9.29,23.18,1.55,0.4659,
402340,SK스퀘어,기타 금융업,1832000,223933381042000,86314.0,82783.0,55.09,14.41,6.2,1.4565,
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",44100,306976928400,207.0,49.0,13.52,16.74,2.1,1.5874,
069960,현대백화점,종합 소매업,191600,4177123454400,9501.0,988.0,4.62,21.07,0.91,0.6357,
222800,심텍,전자부품 제조업,120500,5570886539700,4224.0,137.0,-22.7,-14.35,9.31,0.3533,
319660,피에스케이,특수 목적용 기계 제조업,159700,5680372615400,1566.0,472.0,19.04,57.02,10.02,0.325,
159010,아스플로,일반 목적용 기계 제조업,20100,296031205800,283.0,14.0,-13.21,-10.32,5.8,1.9859,
009150,삼성전기,전자부품 제조업,1990000,163131032064000,32091.0,2806.0,8.82,206.29,16.81,2.8068,
004170,신세계,종합 소매업,672000,7131111655000,18471.0,1978.0,1.71,95.06,1.38,0.4224,
000660,SK하이닉스,반도체 제조업,2555000,1888661267250000,525763.0,376103.0,61.16,25.6,11.14,0.9962,
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",235500,2704519390500,1507.0,420.0,18.82,37.54,6.35,0.3634,
089970,브이엠,특수 목적용 기계 제조업,89400,2707579053500,889.0,301.0,30.38,56.17,13.91,0.3006,
023530,롯데쇼핑,종합 소매업,175000,4800601723500,35816.0,2529.0,1.07,29.35,0.31,0.0007,
095610,테스,특수 목적용 기계 제조업,157700,4026880000000,972.0,222.0,17.58,62.2,9.0,0.7339,
281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",80400,2278825881100,1561.0,348.0,,30.86,4.11,0.0444,
005930,삼성전자,통신 및 방송 장비 제조업,310000,1952657055072000,1338734.0,572328.0,19.16,27.0,4.64,0.0686,
032830,삼성생명,보험업,425000,80200000000000,147194.0,13578.0,5.44,27.93,0.89,0.2965,
028260,삼성물산,기타 전문 도매업,455000,75975511698500,104658.0,7204.0,5.41,31.42,1.23,0.0027,
219130,타이거일렉,전자부품 제조업,66800,379488829000,268.0,35.0,12.73,51.86,6.2,0.4837,
004710,한솔테크닉스,전자부품 제조업,12870,457488361420,3160.0,141.0,-4.67,-8.67,1.04,1.1748,
080220,제주반도체,반도체 제조업,110800,3578610348700,1805.0,671.0,45.66,31.6,11.47,0.9494,
093370,후성,기초 화학물질 제조업,17760,2150469366500,1414.0,93.0,-1.38,-164.82,6.26,0.848,
052710,아모텍,전자부품 제조업,24626,295173429200,610.0,6.0,3.72,49.63,1.84,0.2511,
031330,에스에이엠티,기계장비 및 관련 물품 도매업,14350,1234939077450,17954.0,3273.0,53.44,4.04,1.67,1.0047,
