Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
010950,S-Oil,석유 정제품 제조업,149800,13791392020000,89426.9,12310.8,7.54,15.16,1.49,0.0795,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
093320,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",148400,685640000000,425.0,88.7,3.07,32.31,3.29,0.2072,정상
079940,가비아,소프트웨어 개발 및 공급업,47550,624061806000,850.0,107.3,2.38,35.96,3.36,0.4062,정상
078930,GS,기타 금융업,93600,8825072025000,68423.0,12585.7,4.17,6.83,0.59,0.0582,정상
475150,SK이터닉스,건물 건설업,80600,1965666130800,275.2,49.1,-1.89,79.15,7.27,0.3545,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
161390,한국타이어앤테크놀로지,고무제품 제조업,76700,8386342171300,53139.3,5069.6,2.5,7.51,0.65,0.0342,FCF 적자
003650,미창석유,석유 정제품 제조업,144500,250512768000,1011.0,137.0,18.32,3.03,0.44,0.0477,DART 데이터 미비
001450,현대해상,보험업,38600,3128610775000,47161.0,3244.9,4.23,3.12,0.51,0.0968,FCF 적자
005430,한국공항,기타 운송관련 서비스업,81700,290671389000,1780.0,196.9,3.81,6.46,0.67,0.2408,FCF 적자
071200,인피니트헬스케어,소프트웨어 개발 및 공급업,8350,229570669780,321.5,94.7,6.53,5.65,1.14,0.1241,정상
222040,코스맥스엔비티,기타 식품 제조업,7830,160279560000,933.0,102.7,15.02,-21.38,2.62,0.527,정상
219130,타이거일렉,전자부품 제조업,73500,461574599000,268.0,35.0,12.73,63.07,7.54,0.5488,DART 데이터 미비
005950,이수화학,기초 화학물질 제조업,14850,348397739250,6358.6,254.3,5.32,-81.94,2.99,0.495,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
000810,삼성화재,보험업,638000,28440440301000,66763.0,8611.3,2.63,15.33,1.12,0.2174,정상
161890,한국콜마,기타 화학제품 제조업,102400,2414799377100,7280.4,788.9,3.53,15.38,2.58,0.0031,정상
144960,뉴파워프라즈마,특수 목적용 기계 제조업,10020,458335625760,1485.1,135.5,3.45,26.83,1.42,0.3576,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",239500,2217816514500,1506.7,419.9,7.74,30.78,5.21,0.2848,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
004430,송원산업,기타 화학제품 제조업,13000,277440000000,2692.0,265.6,2.32,17.81,0.36,0.0613,FCF 적자
041830,인바디,의료용 기기 제조업,49100,764366009400,684.4,130.2,4.93,19.12,2.3,0.5124,정상
006340,대원전선,절연선 및 케이블 제조업,14200,1211502727200,1892.0,146.7,6.69,97.17,9.3,0.5839,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
034730,SK,기타 금융업,655000,40746519086000,367512.6,36731.2,9.29,15.62,1.05,0.4914,FCF 적자
