Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
170920,엘티씨,기초 화학물질 제조업,54100,531375537800,988.4,181.0,7.13,49.8,3.8,0.3024,CB/BW 및 유상증자 이력
281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",108600,1928389581400,1561.0,348.1,5.71,26.11,3.47,0.9084,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
004170,신세계,종합 소매업,706000,5941018849000,18471.4,1978.2,2.14,79.2,1.15,0.5798,정상
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",251000,2981055115500,1506.7,419.9,7.74,41.38,7.0,0.7345,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
000500,가온전선,절연선 및 케이블 제조업,277500,4210222767500,7636.0,278.0,11.96,135.95,15.12,3.3468,정상
009150,삼성전기,전자부품 제조업,1989000,118314814464000,32091.1,2805.7,2.5,149.62,12.19,2.7026,정상
041830,인바디,의료용 기기 제조업,54000,707746305000,684.4,130.2,4.93,17.71,2.13,0.3329,정상
069960,현대백화점,종합 소매업,179400,3603496795200,9500.6,987.8,1.03,18.18,0.78,0.758,FCF 적자
319660,피에스케이,특수 목적용 기계 제조업,182300,5486295631600,1565.9,471.8,7.24,55.07,9.68,0.8056,정상
122640,예스티,특수 목적용 기계 제조업,34300,679954842000,275.0,30.6,2.28,715.91,4.83,0.2395,CB/BW 및 유상증자 이력
005930,삼성전자,통신 및 방송 장비 제조업,309500,1666189403280000,1338734.4,572328.0,9.7,23.04,3.96,0.0002,정상
089970,브이엠,특수 목적용 기계 제조업,101900,2561424283000,888.9,301.4,12.54,53.13,13.16,0.9481,CB/BW 및 유상증자 이력
219130,타이거일렉,전자부품 제조업,67000,456523167000,268.0,35.0,12.73,62.38,7.46,0.8162,DART 데이터 미비
005950,이수화학,기초 화학물질 제조업,14120,356285989950,6358.6,254.3,5.32,-81.94,3.06,0.1962,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
159010,아스플로,일반 목적용 기계 제조업,19050,202154643240,283.0,13.8,2.42,-10.32,3.96,1.7992,정상
095610,테스,특수 목적용 기계 제조업,177300,3440272000000,972.4,222.0,5.99,53.14,7.69,1.2571,CB/BW 및 유상증자 이력
000660,SK하이닉스,반도체 제조업,2425000,1553691155700000,525762.9,376102.8,24.54,21.06,9.17,1.1345,정상
222800,심텍,전자부품 제조업,129100,4596824333700,4224.0,137.1,2.42,-14.35,7.68,0.7662,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
028260,삼성물산,기타 전문 도매업,433500,63488607961500,104658.2,7203.6,1.55,26.25,1.03,0.006,정상
402340,SK스퀘어,기타 금융업,1589000,185929365874000,3003.5,82782.9,55.09,11.97,5.15,1.6603,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자"
034730,SK,기타 금융업,690000,47634275871000,367512.6,36731.2,9.29,18.26,1.22,0.5949,FCF 적자
032830,삼성생명,보험업,383000,68100000000000,147194.0,13578.1,1.49,23.72,0.75,0.0921,정상
222040,코스맥스엔비티,기타 식품 제조업,6620,168530760000,933.0,102.7,15.02,-21.38,2.76,0.0927,정상
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",45700,212542069000,207.0,48.9,4.6,11.59,1.45,1.9539,CB/BW 및 유상증자 이력
