Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
000660,SK하이닉스,반도체 제조업,2764000,1553691155700000,525763.0,376103.0,61.16,21.06,9.17,1.1493,
019210,와이지-원,기타 금속 가공제품 제조업,22600,836858880000,2078.0,388.0,10.85,17.86,1.81,0.1335,
009150,삼성전기,전자부품 제조업,2270000,118314814464000,32091.0,2806.0,8.82,149.62,12.19,3.4968,
034730,SK,기타 금융업,724000,47634275871000,367513.0,36731.0,9.29,18.26,1.22,0.3875,
032830,삼성생명,보험업,497000,68100000000000,147194.0,13578.0,5.44,23.72,0.75,0.4719,
052710,아모텍,전자부품 제조업,31984,265071584440,610.0,6.0,3.72,44.57,1.65,0.71,
402340,SK스퀘어,기타 금융업,1780000,185929365874000,86314.0,82783.0,55.09,11.97,5.15,1.3825,
085620,미래에셋생명,보험업,34550,2476497600000,27964.0,684.0,6.52,22.59,0.83,0.368,
159010,아스플로,일반 목적용 기계 제조업,22300,202154643240,283.0,14.0,-13.21,-10.32,3.96,2.1976,
005930,삼성전자,통신 및 방송 장비 제조업,354000,1666189403280000,1338734.0,572328.0,19.16,23.04,3.96,0.087,
080220,제주반도체,반도체 제조업,114300,3068856420300,1805.0,671.0,45.66,27.1,9.84,0.9679,
319660,피에스케이,특수 목적용 기계 제조업,165000,5486295631600,1566.0,472.0,19.04,55.07,9.68,0.2391,
069960,현대백화점,종합 소매업,194700,3603496795200,9501.0,988.0,4.62,18.18,0.78,0.5075,
281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",85300,1928389581400,1561.0,348.0,,26.11,3.47,0.0657,
004170,신세계,종합 소매업,711000,5941018849000,18471.0,1978.0,1.71,79.2,1.15,0.4122,
222800,심텍,전자부품 제조업,124300,4596824333700,4224.0,137.0,-22.7,-14.35,7.68,0.3752,
095610,테스,특수 목적용 기계 제조업,166200,3440272000000,972.0,222.0,17.58,53.14,7.69,0.9522,
089970,브이엠,특수 목적용 기계 제조업,88400,2561424283000,889.0,301.0,30.38,53.13,13.16,0.1846,
001820,삼화콘덴서,전자부품 제조업,171500,1145529000000,729.0,47.0,5.01,83.74,4.1,1.3925,
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",244000,2981055115500,1507.0,420.0,18.82,41.38,7.0,0.2564,
025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",42100,212542069000,207.0,49.0,13.52,11.59,1.45,1.3933,
031330,에스에이엠티,기계장비 및 관련 물품 도매업,16480,1183941593280,17954.0,3273.0,53.44,3.87,1.6,1.4632,
219130,타이거일렉,전자부품 제조업,68500,456523167000,268.0,35.0,12.73,62.38,7.46,0.3342,
004710,한솔테크닉스,전자부품 제조업,13080,372572670890,3160.0,141.0,-4.67,-9.73,0.96,1.089,
007810,코리아써키트,전자부품 제조업,119100,1769917356000,4199.0,264.0,16.92,28.36,4.14,0.1457,
083450,GST,특수 목적용 기계 제조업,54500,894776500000,1159.0,202.0,19.24,16.28,2.81,0.1093,
353200,대덕전자,전자부품 제조업,156300,5974506232500,3463.0,513.0,11.18,63.03,6.78,0.1603,
036710,심텍홀딩스,회사 본부 및 경영 컨설팅 서비스업,4790,188595081780,4432.0,10.0,-193.37,-6.96,12.27,0.0151,
037460,삼지전자,통신 및 방송 장비 제조업,42850,589914570300,19044.0,3342.0,38.27,3.04,0.85,0.1258,
093370,후성,기초 화학물질 제조업,16940,1473688234200,1414.0,93.0,-1.38,-164.82,4.29,0.7381,
183300,코미코,특수 목적용 기계 제조업,105200,1711424323000,1571.0,204.0,17.76,35.36,6.01,0.0344,
417840,저스템,특수 목적용 기계 제조업,14280,290898526320,177.0,41.0,11.44,42.26,4.49,0.2564,
